timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,Hostname,IdleTime,Connect
1638210801870,1061,CadastrarNovoAssociado,200,,Thread Group 1-48,text,true,,245,260,135,135,http://localhost:8080/assingAssociate,1061,STFBSBC044602-L,0,1
1638210801868,1065,CadastrarNovoAssociado,200,,Thread Group 1-46,text,true,,245,260,134,134,http://localhost:8080/assingAssociate,1064,STFBSBC044602-L,0,1
1638210802558,383,CadastrarNovoAssociado,200,,Thread Group 1-185,text,true,,245,260,133,133,http://localhost:8080/assingAssociate,377,STFBSBC044602-L,0,2
1638210802537,404,CadastrarNovoAssociado,200,,Thread Group 1-181,text,true,,245,260,133,133,http://localhost:8080/assingAssociate,403,STFBSBC044602-L,0,1
1638210801950,992,CadastrarNovoAssociado,200,,Thread Group 1-63,text,true,,245,260,133,133,http://localhost:8080/assingAssociate,991,STFBSBC044602-L,0,1
1638210802492,452,CadastrarNovoAssociado,200,,Thread Group 1-170,text,true,,245,260,130,130,http://localhost:8080/assingAssociate,452,STFBSBC044602-L,0,0
1638210801791,1155,CadastrarNovoAssociado,200,,Thread Group 1-30,text,true,,245,260,129,129,http://localhost:8080/assingAssociate,1153,STFBSBC044602-L,0,1
1638210802038,912,CadastrarNovoAssociado,200,,Thread Group 1-81,text,true,,245,260,128,128,http://localhost:8080/assingAssociate,912,STFBSBC044602-L,0,1
1638210802059,893,CadastrarNovoAssociado,200,,Thread Group 1-85,text,true,,245,260,127,127,http://localhost:8080/assingAssociate,892,STFBSBC044602-L,0,1
1638210801880,1083,CadastrarNovoAssociado,200,,Thread Group 1-50,text,true,,245,260,126,126,http://localhost:8080/assingAssociate,1082,STFBSBC044602-L,0,1
1638210802416,550,CadastrarNovoAssociado,200,,Thread Group 1-157,text,true,,245,260,125,125,http://localhost:8080/assingAssociate,550,STFBSBC044602-L,0,2
1638210802081,885,CadastrarNovoAssociado,200,,Thread Group 1-89,text,true,,245,260,125,125,http://localhost:8080/assingAssociate,885,STFBSBC044602-L,0,1
1638210802075,892,CadastrarNovoAssociado,200,,Thread Group 1-88,text,true,,245,260,123,123,http://localhost:8080/assingAssociate,891,STFBSBC044602-L,0,1
1638210802057,912,CadastrarNovoAssociado,200,,Thread Group 1-83,text,true,,245,260,122,122,http://localhost:8080/assingAssociate,912,STFBSBC044602-L,0,1
1638210801907,1066,CadastrarNovoAssociado,200,,Thread Group 1-54,text,true,,245,260,121,121,http://localhost:8080/assingAssociate,1065,STFBSBC044602-L,0,1
1638210802521,452,CadastrarNovoAssociado,200,,Thread Group 1-178,text,true,,245,260,121,121,http://localhost:8080/assingAssociate,452,STFBSBC044602-L,0,1
1638210802043,932,CadastrarNovoAssociado,200,,Thread Group 1-82,text,true,,245,260,119,119,http://localhost:8080/assingAssociate,931,STFBSBC044602-L,0,1
1638210801798,1177,CadastrarNovoAssociado,200,,Thread Group 1-31,text,true,,245,260,119,119,http://localhost:8080/assingAssociate,1177,STFBSBC044602-L,0,1
1638210802372,609,CadastrarNovoAssociado,200,,Thread Group 1-148,text,true,,245,260,117,117,http://localhost:8080/assingAssociate,608,STFBSBC044602-L,0,5
1638210802106,875,CadastrarNovoAssociado,200,,Thread Group 1-94,text,true,,245,260,117,117,http://localhost:8080/assingAssociate,874,STFBSBC044602-L,0,2
1638210802108,875,CadastrarNovoAssociado,200,,Thread Group 1-95,text,true,,245,260,115,115,http://localhost:8080/assingAssociate,875,STFBSBC044602-L,0,1
1638210802099,884,CadastrarNovoAssociado,200,,Thread Group 1-93,text,true,,245,260,115,115,http://localhost:8080/assingAssociate,884,STFBSBC044602-L,0,1
1638210802542,442,CadastrarNovoAssociado,200,,Thread Group 1-182,text,true,,245,260,113,113,http://localhost:8080/assingAssociate,442,STFBSBC044602-L,0,1
1638210801697,1289,CadastrarNovoAssociado,200,,Thread Group 1-11,text,true,,245,260,112,112,http://localhost:8080/assingAssociate,1288,STFBSBC044602-L,0,1
1638210802137,855,CadastrarNovoAssociado,200,,Thread Group 1-101,text,true,,245,260,111,111,http://localhost:8080/assingAssociate,855,STFBSBC044602-L,0,1
1638210802053,939,CadastrarNovoAssociado,200,,Thread Group 1-84,text,true,,245,260,111,111,http://localhost:8080/assingAssociate,939,STFBSBC044602-L,0,1
1638210802602,392,CadastrarNovoAssociado,200,,Thread Group 1-194,text,true,,245,260,109,109,http://localhost:8080/assingAssociate,391,STFBSBC044602-L,0,1
1638210802066,931,CadastrarNovoAssociado,200,,Thread Group 1-86,text,true,,245,260,108,108,http://localhost:8080/assingAssociate,930,STFBSBC044602-L,0,1
1638210802132,867,CadastrarNovoAssociado,200,,Thread Group 1-100,text,true,,245,260,107,107,http://localhost:8080/assingAssociate,865,STFBSBC044602-L,0,1
1638210802583,419,CadastrarNovoAssociado,200,,Thread Group 1-190,text,true,,245,260,106,106,http://localhost:8080/assingAssociate,419,STFBSBC044602-L,0,1
1638210802071,933,CadastrarNovoAssociado,200,,Thread Group 1-87,text,true,,245,260,105,105,http://localhost:8080/assingAssociate,932,STFBSBC044602-L,0,1
1638210802590,416,CadastrarNovoAssociado,200,,Thread Group 1-192,text,true,,245,260,104,104,http://localhost:8080/assingAssociate,413,STFBSBC044602-L,0,1
1638210802147,865,CadastrarNovoAssociado,200,,Thread Group 1-102,text,true,,245,260,103,103,http://localhost:8080/assingAssociate,864,STFBSBC044602-L,0,2
1638210802588,424,CadastrarNovoAssociado,200,,Thread Group 1-191,text,true,,245,260,103,103,http://localhost:8080/assingAssociate,423,STFBSBC044602-L,0,1
1638210802095,921,CadastrarNovoAssociado,200,,Thread Group 1-92,text,true,,245,260,101,101,http://localhost:8080/assingAssociate,920,STFBSBC044602-L,0,2
1638210802243,775,CadastrarNovoAssociado,200,,Thread Group 1-122,text,true,,245,260,100,100,http://localhost:8080/assingAssociate,775,STFBSBC044602-L,0,1
1638210802170,848,CadastrarNovoAssociado,200,,Thread Group 1-107,text,true,,245,260,100,100,http://localhost:8080/assingAssociate,848,STFBSBC044602-L,0,1
1638210802248,776,CadastrarNovoAssociado,200,,Thread Group 1-123,text,true,,245,260,98,98,http://localhost:8080/assingAssociate,775,STFBSBC044602-L,0,1
1638210802570,454,CadastrarNovoAssociado,200,,Thread Group 1-188,text,true,,245,260,98,98,http://localhost:8080/assingAssociate,454,STFBSBC044602-L,0,1
1638210802614,415,CadastrarNovoAssociado,200,,Thread Group 1-196,text,true,,245,260,96,96,http://localhost:8080/assingAssociate,415,STFBSBC044602-L,0,1
1638210802577,457,CadastrarNovoAssociado,200,,Thread Group 1-189,text,true,,245,260,95,95,http://localhost:8080/assingAssociate,457,STFBSBC044602-L,0,1
1638210802631,404,CadastrarNovoAssociado,200,,Thread Group 1-199,text,true,,245,260,94,94,http://localhost:8080/assingAssociate,403,STFBSBC044602-L,0,1
1638210802115,927,CadastrarNovoAssociado,200,,Thread Group 1-96,text,true,,245,260,93,93,http://localhost:8080/assingAssociate,927,STFBSBC044602-L,0,2
1638210802626,419,CadastrarNovoAssociado,200,,Thread Group 1-198,text,true,,245,260,92,92,http://localhost:8080/assingAssociate,419,STFBSBC044602-L,0,2
1638210802608,443,CadastrarNovoAssociado,200,,Thread Group 1-195,text,true,,245,260,91,91,http://localhost:8080/assingAssociate,443,STFBSBC044602-L,0,1
1638210802630,421,CadastrarNovoAssociado,200,,Thread Group 1-200,text,true,,245,260,91,91,http://localhost:8080/assingAssociate,421,STFBSBC044602-L,0,2
1638210802128,926,CadastrarNovoAssociado,200,,Thread Group 1-98,text,true,,245,260,89,89,http://localhost:8080/assingAssociate,926,STFBSBC044602-L,0,3
1638210802619,440,CadastrarNovoAssociado,200,,Thread Group 1-197,text,true,,245,260,88,88,http://localhost:8080/assingAssociate,440,STFBSBC044602-L,0,2
1638210802596,469,CadastrarNovoAssociado,200,,Thread Group 1-193,text,true,,245,260,87,87,http://localhost:8080/assingAssociate,469,STFBSBC044602-L,0,2
1638210802171,894,CadastrarNovoAssociado,200,,Thread Group 1-108,text,true,,245,260,87,87,http://localhost:8080/assingAssociate,894,STFBSBC044602-L,0,1
1638210802231,839,CadastrarNovoAssociado,200,,Thread Group 1-120,text,true,,245,260,85,85,http://localhost:8080/assingAssociate,839,STFBSBC044602-L,0,1
1638210802269,805,CadastrarNovoAssociado,200,,Thread Group 1-127,text,true,,245,260,84,84,http://localhost:8080/assingAssociate,804,STFBSBC044602-L,0,1
1638210802216,858,CadastrarNovoAssociado,200,,Thread Group 1-117,text,true,,245,260,84,84,http://localhost:8080/assingAssociate,857,STFBSBC044602-L,0,1
1638210802251,825,CadastrarNovoAssociado,200,,Thread Group 1-124,text,true,,245,260,82,82,http://localhost:8080/assingAssociate,824,STFBSBC044602-L,0,1
1638210802225,855,CadastrarNovoAssociado,200,,Thread Group 1-118,text,true,,245,260,81,81,http://localhost:8080/assingAssociate,854,STFBSBC044602-L,0,1
1638210802264,818,CadastrarNovoAssociado,200,,Thread Group 1-126,text,true,,245,260,80,80,http://localhost:8080/assingAssociate,817,STFBSBC044602-L,0,1
1638210801707,1375,CadastrarNovoAssociado,200,,Thread Group 1-15,text,true,,245,260,79,79,http://localhost:8080/assingAssociate,1372,STFBSBC044602-L,0,1
1638210802165,921,CadastrarNovoAssociado,200,,Thread Group 1-106,text,true,,245,260,78,78,http://localhost:8080/assingAssociate,917,STFBSBC044602-L,0,1
1638210802277,813,CadastrarNovoAssociado,200,,Thread Group 1-129,text,true,,245,260,77,77,http://localhost:8080/assingAssociate,813,STFBSBC044602-L,0,1
1638210802196,895,CadastrarNovoAssociado,200,,Thread Group 1-113,text,true,,245,260,77,77,http://localhost:8080/assingAssociate,894,STFBSBC044602-L,0,1
1638210802272,820,CadastrarNovoAssociado,200,,Thread Group 1-128,text,true,,245,260,75,75,http://localhost:8080/assingAssociate,820,STFBSBC044602-L,0,1
1638210802296,798,CadastrarNovoAssociado,200,,Thread Group 1-133,text,true,,245,260,74,74,http://localhost:8080/assingAssociate,796,STFBSBC044602-L,0,1
1638210802341,760,CadastrarNovoAssociado,200,,Thread Group 1-142,text,true,,245,260,73,73,http://localhost:8080/assingAssociate,760,STFBSBC044602-L,0,1
1638210801816,1286,CadastrarNovoAssociado,200,,Thread Group 1-37,text,true,,245,260,73,73,http://localhost:8080/assingAssociate,1285,STFBSBC044602-L,0,1
1638210802292,812,CadastrarNovoAssociado,200,,Thread Group 1-132,text,true,,245,260,71,71,http://localhost:8080/assingAssociate,812,STFBSBC044602-L,0,1
1638210802257,847,CadastrarNovoAssociado,200,,Thread Group 1-125,text,true,,245,260,71,71,http://localhost:8080/assingAssociate,847,STFBSBC044602-L,0,1
1638210802310,797,CadastrarNovoAssociado,200,,Thread Group 1-136,text,true,,245,260,69,69,http://localhost:8080/assingAssociate,796,STFBSBC044602-L,0,2
1638210802301,806,CadastrarNovoAssociado,200,,Thread Group 1-134,text,true,,245,260,69,69,http://localhost:8080/assingAssociate,805,STFBSBC044602-L,0,1
1638210801655,1456,CadastrarNovoAssociado,200,,Thread Group 1-5,text,true,,245,260,67,67,http://localhost:8080/assingAssociate,1443,STFBSBC044602-L,0,1
1638210802325,787,CadastrarNovoAssociado,200,,Thread Group 1-139,text,true,,245,260,66,66,http://localhost:8080/assingAssociate,786,STFBSBC044602-L,0,2
1638210802307,805,CadastrarNovoAssociado,200,,Thread Group 1-135,text,true,,245,260,66,66,http://localhost:8080/assingAssociate,805,STFBSBC044602-L,0,1
1638210802288,828,CadastrarNovoAssociado,200,,Thread Group 1-131,text,true,,245,260,64,64,http://localhost:8080/assingAssociate,828,STFBSBC044602-L,0,1
1638210802332,786,CadastrarNovoAssociado,200,,Thread Group 1-140,text,true,,245,260,63,63,http://localhost:8080/assingAssociate,786,STFBSBC044602-L,0,1
1638210802357,762,CadastrarNovoAssociado,200,,Thread Group 1-145,text,true,,245,260,62,62,http://localhost:8080/assingAssociate,762,STFBSBC044602-L,0,1
1638210802351,770,CadastrarNovoAssociado,200,,Thread Group 1-144,text,true,,245,260,61,61,http://localhost:8080/assingAssociate,769,STFBSBC044602-L,0,1
1638210802321,801,CadastrarNovoAssociado,200,,Thread Group 1-138,text,true,,245,260,60,60,http://localhost:8080/assingAssociate,801,STFBSBC044602-L,0,2
1638210802335,787,CadastrarNovoAssociado,200,,Thread Group 1-141,text,true,,245,260,60,60,http://localhost:8080/assingAssociate,787,STFBSBC044602-L,0,2
1638210802396,731,CadastrarNovoAssociado,200,,Thread Group 1-153,text,true,,245,260,58,58,http://localhost:8080/assingAssociate,730,STFBSBC044602-L,0,1
1638210802366,761,CadastrarNovoAssociado,200,,Thread Group 1-147,text,true,,245,260,58,58,http://localhost:8080/assingAssociate,760,STFBSBC044602-L,0,2
